,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
1191,8,7,2000,1999,5,2,764,776.0,492.0,2.0,1441,8,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,174000.0
1192,82,13,1994,1925,6,1,842,702.0,250.0,1.0,1472,5,OldTown,TA,Gd,Gd,Unf,Detchd,WD,125000.0
1193,10,10,1999,1999,5,2,1224,1224.0,402.0,2.0,1224,6,Mitchel,Ex,Ex,TA,Fin,Attchd,WD,165000.0
1194,41,41,1969,1969,7,1,663,663.0,299.0,1.0,1352,6,Sawyer,TA,TA,TA,Fin,Attchd,WD,158000.0
1195,3,3,2005,2005,8,2,728,728.0,400.0,2.0,1456,6,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,176000.0
1196,0,0,2006,2006,9,2,879,879.0,660.0,3.0,1863,7,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,New,219210.0
1197,90,56,1950,1916,7,1,815,815.0,225.0,1.0,1690,7,OldTown,TA,Ex,TA,Unf,Detchd,ConLw,144000.0
1198,8,8,2001,2001,6,2,1212,1212.0,573.0,2.0,1212,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,178000.0
1199,43,27,1979,1963,6,1,1382,1051.0,459.0,2.0,1382,4,Sawyer,TA,Gd,TA,Unf,Attchd,WD,148000.0
1200,36,36,1970,1970,5,1,864,864.0,280.0,1.0,864,4,NAmes,TA,Gd,TA,Unf,Attchd,Oth,116050.0
1201,11,11,1998,1998,6,2,866,866.0,546.0,2.0,1779,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,197900.0
1202,84,12,1997,1925,5,1,884,884.0,216.0,1.0,1348,5,BrkSide,TA,Ex,TA,Unf,Detchd,WD,117000.0
1203,9,8,2001,2000,6,2,1630,1630.0,451.0,2.0,1630,7,CollgCr,Gd,Ex,Gd,Unf,Attchd,WD,213000.0
1204,31,31,1975,1975,6,1,1074,1056.0,495.0,2.0,1074,5,NWAmes,Gd,Ex,TA,RFn,Attchd,WD,153500.0
1205,19,18,1991,1990,7,2,2196,2158.0,701.0,3.0,2196,7,SawyerW,Gd,Gd,Gd,RFn,Attchd,WD,271900.0
1206,40,40,1966,1966,5,1,1056,1056.0,384.0,1.0,1056,4,SawyerW,TA,TA,TA,Unf,Detchd,WD,107000.0
1207,3,3,2003,2003,7,2,1700,1682.0,544.0,2.0,1700,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,200000.0
1208,46,28,1980,1962,6,1,1283,931.0,506.0,2.0,1283,5,NAmes,TA,TA,TA,Unf,Detchd,WD,140000.0
1209,0,0,2006,2006,8,2,1660,1660.0,500.0,2.0,1660,8,Somerst,Ex,Ex,Gd,RFn,Attchd,New,290000.0
1210,18,18,1992,1992,8,2,1055,1055.0,462.0,2.0,1845,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,189000.0
1211,22,5,2005,1988,8,2,1080,559.0,492.0,2.0,1752,8,Gilbert,Gd,Gd,TA,RFn,Basment,WD,164000.0
1212,68,59,1950,1941,4,1,672,672.0,234.0,1.0,672,4,Edwards,TA,TA,TA,Unf,Attchd,WD,113000.0
1213,41,5,2001,1965,3,0,960,648.0,364.0,1.0,960,4,Sawyer,TA,Ex,TA,Unf,Attchd,WD,145000.0
1214,44,44,1962,1962,6,1,999,925.0,300.0,1.0,999,5,NAmes,TA,TA,TA,Unf,Attchd,WD,134500.0
1215,41,41,1966,1966,5,1,894,894.0,384.0,1.0,894,5,Sawyer,TA,TA,TA,RFn,Detchd,WD,125000.0
1216,32,32,1978,1978,8,2,1318,0.0,539.0,2.0,1902,6,Sawyer,None,TA,TA,Unf,Attchd,WD,112000.0
1217,0,0,2009,2009,6,2,1314,1300.0,552.0,2.0,1314,8,Somerst,Gd,Ex,Gd,RFn,Attchd,New,229456.0
1218,59,56,1950,1947,3,1,672,0.0,0.0,0.0,912,4,BrkSide,None,Gd,TA,Unf,Unbuilt,WD,80500.0
1219,35,35,1971,1971,7,1,672,672.0,0.0,0.0,1218,6,BrDale,TA,TA,TA,Unf,Unbuilt,WD,91500.0
1220,42,42,1964,1964,5,1,912,912.0,288.0,1.0,912,5,NAmes,TA,TA,TA,Unf,Attchd,WD,115000.0
1221,40,40,1968,1968,5,1,1211,952.0,322.0,1.0,1211,5,Sawyer,TA,Ex,TA,Unf,Attchd,WD,134000.0
1222,58,57,1950,1949,7,2,1168,1040.0,315.0,1.0,1846,6,NAmes,TA,Ex,TA,Unf,Attchd,WD,143000.0
1223,55,55,1951,1951,7,2,2136,2136.0,528.0,2.0,2136,5,NAmes,TA,TA,TA,Unf,Detchd,WD,137900.0
1224,4,3,2005,2004,8,2,788,788.0,388.0,2.0,1490,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,184000.0
1225,49,49,1958,1958,6,1,1138,588.0,264.0,1.0,1138,6,NAmes,TA,Ex,TA,RFn,Attchd,WD,145000.0
1226,1,1,2007,2007,9,2,894,894.0,668.0,3.0,1933,6,Somerst,Gd,Ex,Gd,Fin,BuiltIn,WD,214000.0
1227,43,0,2008,1965,5,1,912,912.0,576.0,2.0,912,5,NAmes,TA,Ex,Gd,Unf,Detchd,WD,147000.0
1228,0,0,2008,2008,7,1,1702,1702.0,1052.0,3.0,1702,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,367294.0
1229,48,48,1960,1960,7,2,1507,1075.0,404.0,1.0,1507,5,NAmes,TA,Gd,TA,Unf,Basment,WD,127000.0
1230,30,30,1977,1977,12,2,1361,1361.0,600.0,2.0,2620,5,Sawyer,Gd,Ex,TA,RFn,BuiltIn,WD,190000.0
1231,44,44,1962,1962,6,1,1190,1106.0,540.0,2.0,1190,5,NAmes,TA,TA,TA,Unf,Attchd,WD,132500.0
1232,45,45,1962,1962,6,2,1224,0.0,462.0,2.0,1224,4,NAmes,None,TA,TA,Unf,CarPort,WD,101800.0
1233,51,51,1959,1959,6,1,1188,1188.0,531.0,2.0,1188,5,NAmes,TA,Fa,TA,RFn,Attchd,COD,142000.0
1234,97,58,1950,1911,7,1,1024,940.0,0.0,0.0,1964,5,SWISU,TA,TA,TA,Unf,Unbuilt,WD,130000.0
1235,92,56,1950,1914,9,1,892,747.0,180.0,1.0,1784,5,Crawfor,Gd,Gd,TA,Unf,Detchd,WD,138887.0
1236,7,7,2003,2003,6,2,764,764.0,474.0,2.0,1626,7,NridgHt,Gd,Ex,Gd,RFn,BuiltIn,WD,175500.0
1237,2,1,2005,2004,8,2,847,847.0,434.0,2.0,1948,7,CollgCr,Gd,Ex,Gd,Fin,BuiltIn,WD,195000.0
1238,1,1,2005,2005,6,1,1141,1141.0,484.0,2.0,1141,6,SawyerW,Gd,Ex,TA,Unf,Detchd,WD,142500.0
1239,1,1,2006,2006,6,2,1484,1476.0,472.0,2.0,1484,8,Timber,Gd,Ex,Ex,RFn,Attchd,WD,265900.0
1240,5,5,2003,2003,8,2,884,884.0,543.0,2.0,1768,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,224900.0
1241,0,0,2007,2007,7,2,1689,1689.0,954.0,3.0,1689,7,Somerst,Gd,Ex,Gd,RFn,Attchd,New,248328.0
1242,36,36,1974,1974,6,2,1173,1053.0,528.0,2.0,1173,7,NWAmes,Gd,TA,Gd,RFn,Attchd,WD,170000.0
1243,0,0,2006,2006,7,2,2076,2076.0,850.0,3.0,2076,10,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,465000.0
1244,77,56,1950,1929,7,1,792,792.0,400.0,2.0,1517,8,Crawfor,Gd,Fa,Gd,Unf,Detchd,WD,230000.0
1245,23,4,2003,1984,7,3,1140,585.0,477.0,2.0,1868,6,NWAmes,Gd,Ex,TA,Fin,BuiltIn,WD,178000.0
1246,1,0,2006,2005,6,2,756,756.0,615.0,2.0,1553,7,Somerst,Gd,Ex,Gd,RFn,Attchd,New,186500.0
1247,34,34,1976,1976,6,1,1034,1012.0,888.0,3.0,1034,6,Mitchel,TA,TA,TA,Unf,Attchd,WD,169900.0
1248,91,58,1950,1917,8,1,1134,735.0,396.0,2.0,2058,6,OldTown,Gd,Fa,TA,Unf,Detchd,WD,129500.0
1249,57,57,1950,1950,6,1,988,876.0,276.0,1.0,988,5,NAmes,TA,TA,TA,Unf,Attchd,WD,119000.0
1250,42,42,1968,1968,8,2,2110,2110.0,522.0,2.0,2110,7,NAmes,TA,Ex,Ex,Fin,Attchd,WD,244000.0
1251,3,3,2003,2003,6,2,1405,1405.0,478.0,2.0,1405,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,171750.0
1252,41,41,1968,1968,5,1,874,864.0,288.0,1.0,874,5,Mitchel,TA,TA,TA,RFn,Attchd,WD,130000.0
1253,33,4,2003,1974,9,2,1516,1192.0,518.0,2.0,2167,7,Veenker,TA,TA,Gd,RFn,Attchd,WD,294000.0
1254,5,4,2004,2003,7,2,760,746.0,397.0,2.0,1656,7,Edwards,Gd,Ex,Gd,Fin,BuiltIn,WD,165400.0
1255,76,57,1950,1931,6,1,959,884.0,560.0,1.0,1367,6,BrkSide,TA,TA,TA,Unf,Detchd,WD,127500.0
1256,14,14,1994,1994,7,2,1987,1986.0,691.0,2.0,1987,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,301500.0
1257,87,59,1950,1922,4,1,864,864.0,0.0,0.0,864,5,Edwards,Fa,Ex,TA,Unf,Unbuilt,WD,99900.0
1258,3,3,2005,2005,5,2,1166,856.0,400.0,2.0,1166,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,190000.0
1259,39,39,1969,1969,6,1,1054,1054.0,460.0,2.0,1054,6,NAmes,Gd,Gd,TA,Unf,Attchd,WD,151000.0
1260,10,10,1999,1999,7,2,892,841.0,502.0,2.0,1675,6,Gilbert,Gd,Ex,TA,Fin,BuiltIn,WD,181000.0
1261,53,53,1956,1956,5,1,1050,1050.0,338.0,1.0,1050,5,NAmes,TA,Gd,TA,Unf,Attchd,WD,128900.0
1262,52,20,1989,1957,8,1,1104,1104.0,304.0,1.0,1788,4,ClearCr,TA,Ex,TA,Unf,Attchd,WD,161500.0
1263,88,57,1950,1919,8,1,1060,764.0,520.0,2.0,1824,6,BrkSide,TA,Ex,TA,Unf,Detchd,WD,180500.0
1264,10,9,1999,1998,5,2,1337,1405.0,511.0,2.0,1337,6,NAmes,Gd,Ex,Gd,Fin,Attchd,COD,181000.0
1265,7,7,1999,1999,6,2,713,691.0,506.0,2.0,1452,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,183900.0
1266,97,57,1950,1910,9,1,964,925.0,308.0,1.0,1889,7,OldTown,TA,TA,TA,Unf,Detchd,WD,122000.0
1267,2,1,2009,2008,10,2,2018,2002.0,746.0,3.0,2018,9,Timber,Ex,Ex,Ex,Fin,Attchd,WD,378500.0
1268,73,11,1997,1935,11,3,1968,728.0,1014.0,3.0,3447,8,Crawfor,TA,Ex,Gd,Unf,BuiltIn,WD,381000.0
1269,49,49,1958,1958,7,1,874,874.0,315.0,1.0,1524,5,NAmes,TA,TA,TA,Unf,Attchd,WD,144000.0
1270,31,31,1979,1979,4,0,1332,1332.0,586.0,2.0,1524,7,ClearCr,Gd,TA,Gd,Fin,Attchd,WD,260000.0
1271,41,41,1968,1968,7,2,1489,1489.0,462.0,2.0,1489,6,NWAmes,TA,Gd,Gd,RFn,Attchd,WD,185750.0
1272,41,41,1965,1965,5,1,935,935.0,288.0,1.0,935,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,137000.0
1273,49,2,2006,1959,5,1,1357,1019.0,312.0,1.0,1357,6,Edwards,TA,Gd,Ex,RFn,Basment,WD,177000.0
1274,97,4,2003,1910,8,2,661,661.0,552.0,2.0,1250,5,Crawfor,TA,Ex,TA,Unf,Detchd,WD,139000.0
1275,59,57,1950,1948,10,2,928,928.0,400.0,2.0,1920,5,NAmes,TA,Gd,TA,Unf,Detchd,WD,137000.0
1276,37,37,1972,1972,6,1,735,723.0,497.0,2.0,1395,6,NWAmes,TA,TA,TA,Unf,Attchd,WD,162000.0
1277,42,33,1976,1967,7,1,1724,1680.0,480.0,2.0,1724,6,NWAmes,Gd,Fa,TA,RFn,Attchd,WD,197900.0
1278,6,6,2002,2002,7,2,1128,1128.0,577.0,2.0,2031,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,237000.0
1279,90,60,1950,1920,6,1,698,698.0,528.0,2.0,1128,4,IDOTRR,TA,TA,TA,RFn,Detchd,COD,68400.0
1280,7,7,2002,2002,6,2,1573,1573.0,544.0,2.0,1573,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,227000.0
1281,16,16,1990,1990,6,2,1339,1309.0,484.0,2.0,1339,7,Timber,Gd,TA,TA,Fin,Attchd,WD,180000.0
1282,32,1,2008,1977,5,2,1040,1040.0,484.0,2.0,1040,5,CollgCr,Gd,TA,Gd,Unf,Detchd,WD,150500.0
1283,39,39,1971,1971,8,2,912,912.0,0.0,0.0,1824,6,Mitchel,TA,TA,TA,Unf,Unbuilt,WD,139000.0
1284,91,20,1990,1919,10,2,1699,804.0,336.0,1.0,2447,6,SWISU,TA,Ex,Gd,Unf,Detchd,WD,169000.0
1285,70,59,1950,1939,6,1,825,780.0,280.0,1.0,1412,6,BrkSide,TA,Ex,TA,Unf,Detchd,WD,132500.0
1286,47,47,1963,1963,6,1,1328,1328.0,528.0,2.0,1328,6,NWAmes,TA,TA,TA,Unf,Attchd,WD,143000.0
1287,42,42,1964,1964,7,2,1582,1624.0,390.0,2.0,1582,5,ClearCr,TA,Fa,TA,Unf,Attchd,WD,190000.0
1288,9,9,2000,2000,5,2,1659,1501.0,499.0,2.0,1659,8,StoneBr,Gd,Ex,Ex,Fin,Attchd,WD,278000.0
1289,0,0,2006,2006,8,2,1120,1085.0,753.0,3.0,1970,8,NridgHt,Gd,Ex,Ex,Fin,BuiltIn,New,281000.0
1290,46,46,1964,1964,6,1,1152,1152.0,484.0,2.0,1152,5,NAmes,TA,TA,TA,RFn,Attchd,WD,180500.0
1291,37,37,1972,1972,6,2,630,630.0,264.0,1.0,1302,5,BrDale,TA,TA,TA,Unf,Detchd,WD,119500.0
1292,117,44,1965,1892,11,2,1378,994.0,432.0,1.0,2372,5,OldTown,TA,TA,TA,RFn,Attchd,WD,107500.0
1293,30,30,1976,1976,8,2,832,832.0,528.0,2.0,1664,7,NWAmes,Gd,TA,TA,RFn,Attchd,WD,162900.0
1294,51,16,1990,1955,5,1,864,864.0,572.0,2.0,864,5,Edwards,TA,TA,TA,Unf,Detchd,WD,115000.0
1295,38,38,1968,1968,5,1,1052,1052.0,288.0,1.0,1052,5,NAmes,TA,Gd,TA,RFn,Attchd,WD,138500.0
1296,45,45,1963,1963,6,2,1128,1120.0,525.0,2.0,1128,5,NAmes,TA,Gd,TA,RFn,Attchd,WD,155000.0
1297,1,0,2006,2005,5,2,1072,547.0,525.0,2.0,1072,6,Edwards,Gd,Gd,TA,Fin,Basment,New,140000.0
1298,0,0,2008,2008,12,2,4692,6110.0,1418.0,2.0,5642,10,Edwards,Ex,Ex,Ex,Fin,Attchd,New,160000.0
1299,51,16,1994,1959,6,1,1246,1246.0,305.0,1.0,1246,5,NAmes,TA,Ex,Gd,RFn,Attchd,WD,154000.0
1300,10,10,1999,1999,9,2,1005,978.0,490.0,2.0,1983,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,225000.0
1301,67,59,1950,1942,7,1,753,771.0,213.0,1.0,1494,6,Crawfor,TA,Fa,Gd,Unf,Attchd,WD,177500.0
1302,12,12,1994,1994,8,2,1203,1165.0,844.0,3.0,2526,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,290000.0
1303,1,1,2005,2005,7,2,1616,1616.0,834.0,3.0,1616,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,232000.0
1304,2,2,2004,2004,7,2,976,976.0,380.0,2.0,1708,7,Edwards,Gd,Ex,Gd,Unf,Detchd,WD,130000.0
1305,3,2,2007,2006,6,2,1652,1652.0,840.0,2.0,1652,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,325000.0
1306,1,0,2006,2005,6,2,1368,1368.0,474.0,2.0,1368,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,New,202500.0
1307,15,14,1995,1994,5,1,990,990.0,480.0,2.0,990,5,CollgCr,Gd,Ex,TA,Unf,Detchd,WD,138000.0
1308,60,3,2005,1948,6,1,1122,924.0,528.0,2.0,1122,5,OldTown,TA,Ex,Gd,Unf,Attchd,WD,147000.0
1309,17,17,1991,1991,6,2,1294,1278.0,496.0,2.0,1294,6,SawyerW,Gd,Gd,Gd,RFn,Attchd,WD,179200.0
1310,51,8,2002,1959,7,2,1902,1902.0,567.0,2.0,1902,7,Crawfor,Gd,TA,Ex,Fin,Attchd,WD,335000.0
1311,2,0,2007,2005,6,2,1274,1274.0,508.0,2.0,1274,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,203000.0
1312,17,17,1990,1990,9,2,1453,1453.0,750.0,2.0,2810,8,NoRidge,Ex,Ex,Gd,RFn,Attchd,WD,302000.0
1313,11,11,1999,1999,10,2,1422,1393.0,779.0,3.0,2599,9,NoRidge,Gd,Ex,Gd,Fin,BuiltIn,WD,333168.0
1314,53,53,1954,1954,5,1,948,948.0,280.0,1.0,948,4,Edwards,TA,Ex,TA,Unf,Detchd,WD,119000.0
1315,39,39,1969,1969,9,2,1092,952.0,576.0,2.0,2112,6,NAmes,Fa,TA,TA,Unf,Attchd,WD,206900.0
1316,1,1,2008,2008,8,2,1630,1622.0,860.0,3.0,1630,8,CollgCr,Ex,Ex,Ex,RFn,Attchd,WD,295493.0
1317,1,0,2007,2006,5,2,1352,1352.0,466.0,2.0,1352,7,Somerst,Ex,Ex,Gd,RFn,Attchd,New,208900.0
1318,5,4,2002,2001,7,2,1787,1753.0,748.0,3.0,1787,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,275000.0
1319,53,53,1954,1954,5,1,948,864.0,248.0,1.0,948,4,Edwards,TA,Ex,TA,Unf,Attchd,WD,111000.0
1320,52,52,1957,1957,6,1,1478,1478.0,442.0,2.0,1478,6,NAmes,TA,Gd,TA,RFn,Attchd,WD,156500.0
1321,59,58,1950,1949,4,1,720,0.0,287.0,1.0,720,3,BrkSide,None,TA,TA,Unf,Detchd,WD,72500.0
1322,18,18,1992,1992,8,2,1061,750.0,564.0,2.0,1923,7,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,190000.0
1323,69,59,1950,1940,5,1,708,420.0,0.0,0.0,708,4,BrkSide,TA,Gd,Fa,Unf,Unbuilt,WD,82500.0
1324,1,0,2007,2006,7,2,1795,1795.0,895.0,3.0,1795,8,Somerst,Ex,Ex,Gd,RFn,Attchd,New,147000.0
1325,86,58,1950,1922,5,1,796,796.0,0.0,0.0,796,4,IDOTRR,TA,Fa,TA,Unf,Unbuilt,WD,55000.0
1326,76,1,2006,1931,6,1,774,544.0,0.0,0.0,774,3,Edwards,TA,Ex,Gd,Unf,Unbuilt,WD,79000.0
1327,26,0,2008,1982,5,1,816,816.0,264.0,1.0,816,5,Mitchel,TA,Ex,Gd,Unf,Attchd,WD,130500.0
1328,88,58,1950,1920,8,2,1584,1510.0,520.0,2.0,2792,6,OldTown,Gd,Ex,TA,Unf,Detchd,WD,256000.0
1329,8,8,1998,1998,8,2,955,935.0,462.0,2.0,1632,7,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,176500.0
1330,1,1,2006,2006,7,2,1588,1588.0,825.0,3.0,1588,8,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,227000.0
1331,30,30,1976,1976,6,1,954,911.0,576.0,2.0,954,5,CollgCr,TA,Gd,TA,Unf,Detchd,WD,132500.0
1332,71,51,1958,1938,3,1,816,816.0,288.0,1.0,816,4,Edwards,TA,Ex,TA,Unf,Detchd,WD,100000.0
1333,68,11,1995,1938,6,1,803,803.0,297.0,1.0,1360,5,IDOTRR,TA,Ex,Gd,Unf,Detchd,WD,125500.0
1334,39,39,1970,1970,7,1,765,765.0,440.0,2.0,1365,5,BrDale,TA,TA,TA,Unf,Attchd,WD,125000.0
1335,32,32,1977,1977,6,2,1334,1350.0,630.0,2.0,1334,6,NWAmes,Gd,TA,TA,RFn,Attchd,WD,167900.0
1336,35,35,1973,1973,8,2,1656,1656.0,506.0,2.0,1656,5,NWAmes,TA,TA,TA,Unf,Detchd,WD,135000.0
1337,65,56,1950,1941,4,1,693,693.0,0.0,0.0,693,4,OldTown,TA,Fa,Fa,Unf,Unbuilt,WD,52500.0
1338,4,4,2002,2002,8,2,920,916.0,492.0,2.0,1861,7,CollgCr,Gd,Ex,Gd,RFn,BuiltIn,WD,200000.0
1339,34,34,1972,1972,5,1,864,864.0,288.0,1.0,864,5,CollgCr,TA,Ex,TA,RFn,Attchd,WD,128500.0
1340,36,36,1971,1971,5,1,872,858.0,480.0,4.0,872,4,NAmes,TA,TA,TA,Unf,Detchd,WD,123000.0
1341,5,4,2004,2003,6,1,1114,1114.0,576.0,2.0,1114,6,SawyerW,Gd,Ex,Gd,Unf,Detchd,WD,155000.0
1342,5,5,2002,2002,7,2,1284,1284.0,647.0,2.0,2169,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,228500.0
1343,81,59,1950,1928,9,1,1172,896.0,342.0,2.0,1913,6,Crawfor,TA,Gd,TA,Unf,Detchd,WD,177000.0
1344,1,1,2006,2006,8,2,728,728.0,440.0,2.0,1456,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,New,155835.0
1345,87,57,1950,1920,5,1,960,960.0,308.0,1.0,960,4,OldTown,TA,Gd,Fa,Unf,Detchd,WD,108500.0
1346,38,3,2003,1968,9,2,2156,1568.0,508.0,2.0,2156,7,NWAmes,TA,TA,TA,RFn,Attchd,WD,262500.0
1347,1,0,2007,2006,7,2,1776,1732.0,712.0,3.0,1776,8,Timber,Ex,Ex,Gd,Fin,Attchd,New,283463.0
1348,9,9,1998,1998,5,2,1494,1482.0,514.0,2.0,1494,7,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,215000.0
1349,136,21,1987,1872,8,2,938,684.0,0.0,0.0,2153,8,OldTown,TA,Fa,TA,Unf,Unbuilt,WD,122000.0
1350,40,40,1969,1969,12,2,1338,1248.0,968.0,4.0,2634,5,NAmes,TA,TA,TA,Unf,Detchd,WD,200000.0
1351,46,46,1962,1962,8,1,858,858.0,490.0,2.0,1716,6,NAmes,TA,Ex,TA,Fin,Attchd,WD,171000.0
1352,72,9,2000,1937,4,1,786,698.0,624.0,2.0,1176,6,BrkSide,TA,TA,TA,Unf,Detchd,WD,134900.0
1353,15,14,1996,1995,9,2,2053,2033.0,666.0,3.0,3238,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,410000.0
1354,8,8,2000,2000,7,2,992,992.0,839.0,3.0,1865,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,235000.0
1355,38,14,1992,1968,8,3,1222,570.0,487.0,2.0,1920,7,NWAmes,TA,Gd,Gd,RFn,Attchd,WD,170000.0
1356,42,42,1966,1966,5,1,892,864.0,264.0,1.0,892,5,NAmes,TA,TA,TA,RFn,Attchd,WD,110000.0
1357,39,2,2008,1971,6,1,1078,1078.0,500.0,2.0,1078,5,NAmes,TA,Ex,TA,Fin,Attchd,WD,149900.0
1358,10,10,2000,2000,5,2,769,756.0,440.0,2.0,1573,6,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,177500.0
1359,2,1,2005,2004,8,2,1980,1980.0,770.0,3.0,1980,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,315000.0
1360,87,10,1998,1921,8,3,990,612.0,621.0,2.0,2601,5,SWISU,TA,Ex,TA,RFn,BuiltIn,WD,189000.0
1361,4,4,2005,2005,7,2,1530,1530.0,430.0,2.0,1530,7,StoneBr,Ex,Ex,Gd,Fin,Attchd,WD,260000.0
1362,89,2,2007,1920,7,2,1281,715.0,368.0,1.0,1738,4,NAmes,TA,Gd,TA,Unf,Attchd,WD,104900.0
1363,1,0,2007,2006,6,2,616,616.0,432.0,2.0,1412,6,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,New,156932.0
1364,1,1,2005,2005,4,2,520,600.0,480.0,2.0,1120,7,Somerst,Gd,Ex,Gd,RFn,Detchd,WD,144152.0
1365,10,10,2000,2000,7,2,814,814.0,663.0,2.0,1674,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,216000.0
1366,9,9,1999,1999,7,2,882,873.0,588.0,2.0,1790,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,193000.0
1367,29,29,1977,1977,6,2,925,757.0,336.0,1.0,1475,5,MeadowV,TA,Ex,TA,RFn,Attchd,WD,127000.0
1368,6,5,2004,2003,4,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,144000.0
1369,7,7,2003,2003,8,2,1668,1657.0,502.0,2.0,1668,8,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,232000.0
1370,89,59,1950,1920,6,1,840,840.0,338.0,1.0,1374,4,OldTown,TA,Ex,TA,Fin,Detchd,WD,105000.0
1371,53,12,1996,1955,8,1,1661,992.0,377.0,1.0,1661,6,NAmes,TA,Gd,Gd,RFn,BuiltIn,WD,165500.0
1372,8,8,1998,1998,8,2,1108,1108.0,583.0,2.0,2097,7,CollgCr,Gd,Ex,Gd,RFn,Detchd,WD,274300.0
1373,6,5,2002,2001,8,2,2633,2633.0,804.0,3.0,2633,10,NoRidge,Ex,Ex,Ex,RFn,Attchd,WD,466500.0
1374,3,3,2005,2005,9,2,1026,1026.0,936.0,3.0,1958,7,Somerst,Gd,Ex,Gd,Fin,Attchd,WD,250000.0
1375,0,0,2007,2007,7,2,1571,1571.0,722.0,3.0,1571,8,Timber,Gd,Ex,Gd,Fin,Attchd,New,239000.0
1376,78,58,1950,1930,4,1,790,768.0,160.0,1.0,790,6,SWISU,Gd,TA,TA,Unf,Detchd,WD,91000.0
1377,68,49,1960,1941,6,2,984,984.0,660.0,2.0,1604,5,Edwards,TA,Ex,TA,Unf,Detchd,WD,117000.0
1378,33,33,1973,1973,5,1,483,483.0,264.0,1.0,987,6,BrDale,TA,TA,TA,Unf,Detchd,WD,83000.0
1379,2,1,2007,2006,7,2,754,384.0,400.0,2.0,1394,5,Timber,Gd,Gd,Gd,Fin,BuiltIn,WD,167500.0
1380,96,60,1950,1914,5,1,864,864.0,200.0,1.0,864,3,Edwards,TA,TA,TA,Unf,Detchd,WD,58500.0
1381,38,38,1970,1970,7,2,2117,1205.0,550.0,2.0,2117,6,NAmes,TA,Ex,TA,Fin,Attchd,WD,237500.0
1382,86,56,1950,1920,8,1,998,596.0,576.0,2.0,1762,7,OldTown,Fa,Ex,Gd,Unf,Detchd,WD,157000.0
1383,89,0,2007,1918,7,2,1416,816.0,576.0,2.0,1416,5,Sawyer,TA,Ex,Gd,Unf,Attchd,WD,112000.0
1384,70,59,1950,1939,6,1,698,560.0,280.0,1.0,1258,6,Edwards,TA,TA,TA,Unf,Detchd,WD,105000.0
1385,88,3,2007,1922,7,1,796,796.0,240.0,1.0,1154,4,IDOTRR,TA,Gd,Gd,Unf,Detchd,WD,125500.0
1386,28,28,1978,1978,12,3,1392,1392.0,564.0,2.0,2784,7,NWAmes,Gd,TA,Gd,RFn,Attchd,WD,250000.0
1387,91,57,1950,1916,10,2,1664,714.0,216.0,1.0,2526,6,OldTown,TA,TA,Gd,Unf,Detchd,CWD,136000.0
