,,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_age,Remodeled,TotalSF,TotalPorch,number_of_exteriors
test,52,1513,80,RL,69.227817,10600,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,1131,644,0,0.0,0.0,2,0,3,1,TA,8,Typ,0,None,Attchd,1964.0,Unf,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,None,None,None,0,5,2010,COD,Family,,46,46,1775,172,1
test,53,1514,90,RL,69.227817,13260,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,None,BrkFace,144.0,TA,TA,CBlock,TA,TA,No,BLQ,1500.0,Unf,0.0,228.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,2.0,0.0,2,0,6,2,TA,10,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,1,2010,Oth,Abnorml,,48,9,1728,0,1
test,54,1515,50,RL,69.227817,9724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,None,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,1929,532,0,0.0,0.0,2,0,3,1,TA,7,Min2,2,Gd,Detchd,1961.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,3,2010,WD,Normal,,58,8,2461,0,1
test,55,1516,50,RL,69.227817,17360,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,None,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,482.0,782.0,GasA,TA,Y,SBrkr,1019,537,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,2.0,470.0,TA,TA,Y,0,0,150,0,0,0,None,None,None,0,1,2010,WD,Normal,,61,60,1556,150,1
test,56,1517,85,RL,69.227817,11380,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,None,BrkFace,216.0,TA,TA,CBlock,TA,TA,Gd,GLQ,944.0,Unf,0.0,136.0,1080.0,GasA,Gd,Y,SBrkr,1128,0,0,1.0,0.0,1,0,2,1,Gd,5,Typ,1,Gd,Attchd,1966.0,Unf,1.0,315.0,TA,TA,Y,238,0,0,0,0,0,None,None,Shed,1500,1,2010,WD,Normal,,44,2,1128,0,1
test,57,1518,90,RL,69.227817,8267,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1604.0,1604.0,GasA,TA,Y,SBrkr,1604,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1958.0,Unf,2.0,576.0,TA,TA,Y,42,0,0,0,0,0,None,None,None,0,3,2010,WD,Normal,,52,52,1604,0,1
test,58,1519,20,RL,69.227817,8197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,None,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,1480.0,GasA,Ex,Y,SBrkr,1480,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,620.0,TA,TA,Y,252,73,0,0,0,0,None,MnPrv,Shed,300,2,2010,WD,Normal,,7,1,1480,73,1
test,59,1520,20,RL,69.227817,8050,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,None,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,TA,Y,SBrkr,1143,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,RFn,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,5,2010,WD,Normal,,51,51,1143,0,1
test,60,1521,20,RL,69.227817,10725,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,None,BrkFace,91.0,TA,TA,CBlock,TA,TA,No,Rec,936.0,Unf,0.0,270.0,1206.0,GasA,Fa,Y,SBrkr,1206,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,21,0,0,0,0,None,None,None,0,5,2010,WD,Normal,,51,51,1206,21,1
test,61,1522,20,RL,69.227817,10032,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,None,Stone,432.0,TA,TA,CBlock,TA,TA,No,Rec,734.0,Unf,0.0,510.0,1244.0,GasA,Ex,Y,SBrkr,1580,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1956.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,160,0,None,GdWo,None,0,6,2010,WD,Normal,,51,51,1580,188,1
test,62,1523,50,RL,69.227817,8382,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseA,832,505,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1956.0,Unf,1.0,263.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,,54,54,1337,0,1
test,63,1524,20,RL,69.227817,10950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,339.0,Unf,0.0,525.0,864.0,GasA,TA,Y,SBrkr,1064,0,0,0.0,1.0,1,0,2,1,Fa,4,Typ,0,None,Detchd,1961.0,Unf,1.0,318.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,,58,58,1064,0,2
test,64,1525,20,RL,69.227817,10895,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,None,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,648.0,Unf,0.0,324.0,972.0,GasA,TA,Y,SBrkr,972,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1955.0,Unf,1.0,305.0,TA,TA,Y,0,0,205,0,0,0,None,GdWo,None,0,6,2010,WD,Normal,,55,55,972,205,1
test,65,1526,190,RL,69.227817,13587,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1958.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Abnorml,,52,52,988,0,1
test,66,1527,30,RL,69.227817,7898,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,985,0,0,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,2.0,676.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,,90,16,985,0,1
test,67,1528,50,RL,69.227817,8064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,481.0,Rec,174.0,161.0,816.0,GasA,TA,Y,SBrkr,816,408,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,280.0,TA,TA,Y,414,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,,62,6,1224,0,2
test,68,1529,20,RL,69.227817,7635,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,LwQ,350.0,237.0,1175.0,GasA,Ex,Y,SBrkr,1175,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1961.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,,50,50,1175,0,2
test,69,1530,20,RL,69.227817,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,None,BrkFace,218.0,TA,TA,CBlock,TA,TA,Gd,BLQ,717.0,LwQ,263.0,415.0,1395.0,GasA,TA,Y,SBrkr,1395,0,0,1.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1963.0,RFn,2.0,440.0,TA,TA,Y,657,0,113,0,240,0,None,None,None,0,5,2010,WD,Normal,,47,26,1395,353,1
test,70,1531,50,RM,69.227817,4800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,None,BrkFace,771.0,TA,TA,PConc,TA,TA,No,ALQ,48.0,Unf,0.0,661.0,709.0,GasA,TA,Y,SBrkr,1157,687,0,1.0,0.0,1,0,3,1,TA,9,Min2,2,Gd,Basment,1900.0,Unf,1.0,240.0,TA,TA,Y,84,0,0,0,0,0,None,None,None,0,1,2010,COD,Abnorml,,110,56,1844,0,1
test,71,1532,30,RM,69.227817,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,579.0,Unf,0.0,357.0,936.0,GasA,TA,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Unbuilt,0.0,Unf,0.0,0.0,None,None,P,51,0,135,0,0,0,None,MnPrv,None,0,5,2010,WD,Normal,,90,60,936,135,1
test,72,1533,20,RM,69.227817,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,Gd,Y,SBrkr,1347,0,0,1.0,1.0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1961.0,Unf,2.0,551.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,,53,53,1347,0,1
test,73,1534,45,RM,69.227817,6900,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,827.0,827.0,GasA,Gd,Y,SBrkr,827,424,0,0.0,0.0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1961.0,Unf,1.0,240.0,Fa,TA,N,0,0,0,0,0,0,None,None,None,0,1,2010,WD,Normal,,72,10,1251,0,1
test,74,1535,50,RM,69.227817,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,None,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1961.0,Unf,1.0,240.0,TA,TA,Y,0,100,126,0,0,0,None,None,None,0,6,2010,WD,Normal,,62,1,1633,226,1
test,75,1536,50,RM,69.227817,8239,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,176.0,Unf,0.0,832.0,1008.0,GasA,TA,Y,SBrkr,1060,185,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,1.0,315.0,TA,TA,Y,0,0,334,0,0,0,None,None,None,0,3,2010,WD,Normal,,90,48,1245,334,1
test,76,1537,30,RM,69.227817,9656,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,None,None,0.0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,678.0,678.0,GasA,TA,N,SBrkr,832,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1961.0,Unf,2.0,780.0,Fa,Fa,N,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Abnorml,,87,40,832,0,1
test,77,1538,70,RM,69.227817,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,None,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,1.0,288.0,TA,TA,Y,54,228,246,0,0,0,None,None,None,0,4,2010,WD,Abnorml,,110,7,1566,474,1
test,78,1539,70,RM,69.227817,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,None,None,0.0,Gd,Gd,Stone,Fa,Fa,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,1157,1111,0,0.0,0.0,3,0,3,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,2.0,624.0,TA,TA,N,0,108,0,0,0,0,None,None,None,0,4,2010,WD,Normal,,120,8,2268,108,1
test,79,1540,190,RM,69.227817,9045,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,840.0,840.0,Grav,Fa,N,FuseF,1128,1128,0,0.0,0.0,2,0,4,2,Fa,12,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,18,18,0,0,0,None,None,None,0,6,2010,WD,Abnorml,,100,60,2256,36,1
test,80,1541,70,RM,69.227817,10560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,0.0,455.0,738.0,GasA,Ex,Y,SBrkr,868,602,0,0.0,0.0,1,1,2,1,TA,6,Min1,0,None,Detchd,1961.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,,88,16,1470,0,1
test,81,1542,50,RM,69.227817,5830,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,None,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,788.0,Unf,0.0,200.0,988.0,GasA,Ex,Y,SBrkr,1030,582,0,0.0,0.0,1,1,3,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1.0,363.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,,60,13,1612,0,1
test,82,1543,75,RL,69.227817,7793,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,474.0,Unf,0.0,634.0,1108.0,GasA,TA,N,FuseA,1160,908,0,0.0,0.0,1,1,3,1,Gd,8,Typ,1,Gd,Detchd,1961.0,Unf,1.0,315.0,TA,TA,Y,0,0,60,0,0,0,None,None,None,0,5,2010,WD,Normal,,88,5,2068,60,1
test,83,1544,30,RM,69.227817,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,188.0,Unf,0.0,577.0,765.0,GasA,TA,N,FuseF,765,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,None,Detchd,1961.0,Unf,1.0,200.0,Fa,TA,P,135,0,41,0,0,0,None,MnPrv,None,0,4,2010,WD,Normal,,85,60,765,41,1
test,84,1545,50,RM,69.227817,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,Gd,No,BLQ,452.0,LwQ,12.0,144.0,608.0,GasA,TA,Y,SBrkr,608,524,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,240.0,TA,TA,Y,0,0,128,0,0,0,None,MnPrv,None,0,4,2010,WD,Abnorml,,71,60,1132,128,1
test,85,1546,50,RM,69.227817,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,308.0,572.0,GasA,Ex,Y,FuseA,848,348,0,0.0,1.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1961.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD,Normal,,70,60,1196,0,1
test,86,1547,50,RM,69.227817,6360,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,None,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,LwQ,159.0,316.0,835.0,GasA,TA,Y,FuseA,955,498,0,0.0,0.0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,1961.0,Unf,1.0,240.0,TA,TA,Y,0,0,35,0,148,0,None,None,None,0,3,2010,WD,Normal,,68,60,1453,183,1
test,87,1548,50,RM,69.227817,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,1.0,312.0,TA,TA,P,221,0,48,0,0,0,None,None,None,0,3,2010,WD,Normal,,62,60,1416,48,1
test,88,1549,50,RM,69.227817,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,276.0,Unf,0.0,252.0,528.0,GasA,Gd,Y,SBrkr,548,492,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1961.0,Fin,2.0,624.0,TA,TA,P,306,0,32,0,0,0,None,None,None,0,5,2010,WD,Normal,,74,30,1040,32,1
test,89,1550,50,RM,69.227817,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0,10,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,,80,60,1536,10,1
test,90,1551,30,RM,69.227817,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0.0,164.0,1124.0,GasA,TA,Y,SBrkr,1068,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1961.0,Unf,1.0,288.0,TA,TA,Y,0,0,128,0,0,0,None,None,None,0,3,2010,WD,Normal,,87,60,1068,128,1
test,91,1552,50,RM,69.227817,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,888.0,888.0,GasA,Ex,Y,SBrkr,888,1074,0,0.0,0.0,1,1,4,1,TA,9,Typ,1,TA,Detchd,1961.0,Unf,2.0,572.0,TA,TA,Y,160,0,364,0,0,0,None,GdPrv,None,0,6,2010,WD,Normal,,95,60,1962,364,1
test,92,1553,70,RM,69.227817,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,None,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,780,780,0,0.0,0.0,1,1,3,1,Gd,7,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,344,0,0,0,168,0,None,None,None,0,5,2010,WD,Normal,,98,1,1560,168,1
test,93,1554,70,RM,69.227817,3068,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,None,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,Ex,Y,SBrkr,662,662,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,1.0,180.0,TA,TA,Y,0,0,112,0,0,0,None,GdPrv,None,0,2,2010,WD,Normal,,90,17,1324,112,1
test,94,1555,20,RL,69.227817,15263,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,None,BrkFace,90.0,TA,TA,CBlock,Gd,TA,No,Rec,766.0,Unf,0.0,656.0,1422.0,GasA,Gd,Y,SBrkr,1675,0,0,0.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1959.0,Unf,1.0,365.0,TA,TA,Y,0,132,0,0,0,0,None,None,None,0,5,2010,WD,Normal,,51,51,1675,132,1
test,95,1556,50,RL,69.227817,10632,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,BrkTil,Gd,Fa,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Gd,N,SBrkr,725,499,0,0.0,0.0,1,1,3,1,None,6,Mod,0,None,Detchd,1961.0,Unf,1.0,180.0,Fa,Fa,N,0,0,248,0,0,0,None,None,None,0,1,2010,COD,Normal,,93,60,1224,248,1
test,96,1557,190,RL,69.227817,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212,180,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,0,168,0,0,0,None,None,None,0,2,2010,ConLD,Normal,,95,60,1392,168,2
test,97,1558,50,RL,69.227817,6001,Pave,None,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,231.0,TA,TA,Y,0,0,45,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,,70,60,919,45,1
test,98,1559,70,C (all),69.227817,6449,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0.0,634.0,707.0,GasW,TA,N,SBrkr,942,942,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,0,239,0,0,0,None,None,None,0,3,2010,WD,Abnorml,,103,60,1884,239,2
